flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_numbers,receiving_packets_numbers,sending_packets_numbers,total_bytes,receiving_bytes,sending_bytes,packets_rate,packets_len_rate,min_packets_len,max_packets_len,mean_packets_len,standard_deviation_packets_len,variance_packets_len,coefficient_of_variation_packets_len,dns_domain_name,dns_top_level_domain,dns_second_level_domain,dns_domain_name_length,dns_subdomain_name_length,uni_gram_domain_name,bi_gram_domain_name,tri_gram_domain_name,numerical_percentage,character_distribution,character_entropy,max_continuous_numeric_len,max_continuous_alphabet_len,max_continuous_consonants_len,max_continuous_same_alphabet_len,vowels_consonant_ratio,conv_freq_vowels_consonants,distinct_ttl_values,ttl_values_min,ttl_values_max,ttl_values_mean,ttl_values_mode,ttl_values_median,distinct_A_records,distinct_NS_records,ans_resource_record_type,ans_resource_record_class,label
2024-12-12 15:15:27.818691_192.168.0.164_65212_192.168.0.1_53_4359,2024-12-12 15:15:27.818691,192.168.0.164,65212,192.168.0.1,53,DNS,0.03137,2,1,1,224,104,120,63.76115,7141.24865,104,120,112.00000,8.00000,64.00000,0.07143,vyuluaah8y3x38k8oldcejp1it4nk.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['v', 'y', 'u', 'l', 'u', 'a', 'a', 'h', '8', 'y', '3', 'x', '3', '8', 'k', '8', 'o', 'l', 'd', 'c', 'e', 'j', 'p', '1', 'i', 't', '4', 'n', 'k', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['vy', 'yu', 'ul', 'lu', 'ua', 'aa', 'ah', 'h8', '8y', 'y3', '3x', 'x3', '38', '8k', 'k8', '8o', 'ol', 'ld', 'dc', 'ce', 'ej', 'jp', 'p1', '1i', 'it', 't4', '4n', 'nk', 'k.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['vyu', 'yul', 'ulu', 'lua', 'uaa', 'aah', 'ah8', 'h8y', '8y3', 'y3x', '3x3', 'x38', '38k', '8k8', 'k8o', '8ol', 'old', 'ldc', 'dce', 'cej', 'ejp', 'jp1', 'p1i', '1it', 'it4', 't4n', '4nk', 'nk.', 'k.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 1, 'm': 1, 'j': 1, 'n': 1, '.': 4, 'c': 1, 'h': 1, '3': 2, 'y': 3, 'u': 3, 'd': 2, 'k': 2, 'i': 2, 'e': 2, 'p': 2, '1': 1, 'x': 2, '4': 1, 'z': 1, 'v': 1, '8': 3, 'a': 4, 't': 1, 'l': 3}",4.402529762804034,2,8,3,2,0.5454545454545454,0.37209302325581395,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:16:43.808507_192.168.0.164_56904_192.168.0.1_53_54328,2024-12-12 15:16:43.808507,192.168.0.164,56904,192.168.0.1,53,DNS,0.02748,2,1,1,224,104,120,72.78808,8152.26510,104,120,112.00000,8.00000,64.00000,0.07143,y86ctcqx5f9x28ri0rfresld4b4nl.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['y', '8', '6', 'c', 't', 'c', 'q', 'x', '5', 'f', '9', 'x', '2', '8', 'r', 'i', '0', 'r', 'f', 'r', 'e', 's', 'l', 'd', '4', 'b', '4', 'n', 'l', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['y8', '86', '6c', 'ct', 'tc', 'cq', 'qx', 'x5', '5f', 'f9', '9x', 'x2', '28', '8r', 'ri', 'i0', '0r', 'rf', 'fr', 're', 'es', 'sl', 'ld', 'd4', '4b', 'b4', '4n', 'nl', 'l.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['y86', '86c', '6ct', 'ctc', 'tcq', 'cqx', 'qx5', 'x5f', '5f9', 'f9x', '9x2', 'x28', '28r', '8ri', 'ri0', 'i0r', '0rf', 'rfr', 'fre', 'res', 'esl', 'sld', 'ld4', 'd4b', '4b4', 'b4n', '4nl', 'nl.', 'l.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'0': 1, 'r': 3, '5': 1, 'm': 1, 'n': 1, 'f': 2, '.': 4, 'b': 1, 's': 1, 'c': 2, 'q': 1, '6': 1, 'y': 2, 'u': 1, 'd': 2, 'i': 2, 'e': 2, '2': 1, 'p': 1, 'x': 3, '4': 2, '9': 1, 'z': 1, '8': 2, 'a': 2, 't': 1, 'l': 3}",4.597082818407667,2,7,5,1,0.28,0.2558139534883721,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:17:29.070610_192.168.0.164_56927_192.168.0.1_53_11369,2024-12-12 15:17:29.070610,192.168.0.164,56927,192.168.0.1,53,DNS,0.02942,2,1,1,224,104,120,67.98340,7614.14108,104,120,112.00000,8.00000,64.00000,0.07143,6t37nw9jar8ui25mei5jbiugr24nj.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['6', 't', '3', '7', 'n', 'w', '9', 'j', 'a', 'r', '8', 'u', 'i', '2', '5', 'm', 'e', 'i', '5', 'j', 'b', 'i', 'u', 'g', 'r', '2', '4', 'n', 'j', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['6t', 't3', '37', '7n', 'nw', 'w9', '9j', 'ja', 'ar', 'r8', '8u', 'ui', 'i2', '25', '5m', 'me', 'ei', 'i5', '5j', 'jb', 'bi', 'iu', 'ug', 'gr', 'r2', '24', '4n', 'nj', 'j.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['6t3', 't37', '37n', '7nw', 'nw9', 'w9j', '9ja', 'jar', 'ar8', 'r8u', '8ui', 'ui2', 'i25', '25m', '5me', 'mei', 'ei5', 'i5j', '5jb', 'jbi', 'biu', 'iug', 'ugr', 'gr2', 'r24', '24n', '4nj', 'nj.', 'j.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'r': 2, '5': 2, 'm': 2, 'j': 3, 'n': 2, 'w': 1, '.': 4, 'b': 1, '3': 1, '6': 1, 'y': 1, 'u': 3, 'd': 1, 'i': 4, 'e': 2, '2': 2, 'p': 1, 'x': 1, '4': 1, '9': 1, 'z': 1, '7': 1, 'g': 1, '8': 1, 'a': 3, 't': 1, 'l': 1}",4.552638373963222,2,6,3,1,0.631578947368421,0.3023255813953488,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:18:35.249845_192.168.0.164_56953_192.168.0.1_53_9389,2024-12-12 15:18:35.249845,192.168.0.164,56953,192.168.0.1,53,DNS,0.03320,2,1,1,224,104,120,60.24481,6747.41885,104,120,112.00000,8.00000,64.00000,0.07143,ot6u879eqf6wnlktfplx7lofwu4nc.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['o', 't', '6', 'u', '8', '7', '9', 'e', 'q', 'f', '6', 'w', 'n', 'l', 'k', 't', 'f', 'p', 'l', 'x', '7', 'l', 'o', 'f', 'w', 'u', '4', 'n', 'c', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ot', 't6', '6u', 'u8', '87', '79', '9e', 'eq', 'qf', 'f6', '6w', 'wn', 'nl', 'lk', 'kt', 'tf', 'fp', 'pl', 'lx', 'x7', '7l', 'lo', 'of', 'fw', 'wu', 'u4', '4n', 'nc', 'c.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['ot6', 't6u', '6u8', 'u87', '879', '79e', '9eq', 'eqf', 'qf6', 'f6w', '6wn', 'wnl', 'nlk', 'lkt', 'ktf', 'tfp', 'fpl', 'plx', 'lx7', 'x7l', '7lo', 'lof', 'ofw', 'fwu', 'wu4', 'u4n', '4nc', 'nc.', 'c.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 2, 'm': 1, 'n': 2, 'w': 2, 'f': 3, '.': 4, 'c': 1, 'q': 1, '6': 2, 'y': 1, 'u': 3, 'd': 1, 'k': 1, 'i': 1, 'e': 2, 'p': 2, 'x': 2, '4': 1, '9': 1, 'z': 1, '7': 2, '8': 1, 'a': 2, 't': 2, 'l': 4}",4.480524762900188,3,9,9,1,0.4166666666666667,0.3023255813953488,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:19:35.576769_192.168.0.164_56962_192.168.0.1_53_27694,2024-12-12 15:19:35.576769,192.168.0.164,56962,192.168.0.1,53,DNS,0.02772,2,1,1,224,104,120,72.15821,8081.71915,104,120,112.00000,8.00000,64.00000,0.07143,95zq1qp0e4nipmrj7erj2pnzpq4n6.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['9', '5', 'z', 'q', '1', 'q', 'p', '0', 'e', '4', 'n', 'i', 'p', 'm', 'r', 'j', '7', 'e', 'r', 'j', '2', 'p', 'n', 'z', 'p', 'q', '4', 'n', '6', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['95', '5z', 'zq', 'q1', '1q', 'qp', 'p0', '0e', 'e4', '4n', 'ni', 'ip', 'pm', 'mr', 'rj', 'j7', '7e', 'er', 'rj', 'j2', '2p', 'pn', 'nz', 'zp', 'pq', 'q4', '4n', 'n6', '6.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['95z', '5zq', 'zq1', 'q1q', '1qp', 'qp0', 'p0e', '0e4', 'e4n', '4ni', 'nip', 'ipm', 'pmr', 'mrj', 'rj7', 'j7e', '7er', 'erj', 'rj2', 'j2p', '2pn', 'pnz', 'nzp', 'zpq', 'pq4', 'q4n', '4n6', 'n6.', '6.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'0': 1, 'r': 2, '5': 1, 'm': 2, 'j': 2, 'n': 3, '.': 4, 'q': 3, '6': 1, 'y': 1, 'u': 1, 'd': 1, 'i': 2, 'e': 3, '2': 1, 'p': 5, '1': 1, 'x': 1, '4': 2, '9': 1, 'z': 3, '7': 1, 'a': 2, 'l': 1}",4.366759974483215,2,6,5,1,0.3333333333333333,0.22727272727272727,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:20:45.107778_192.168.0.164_60538_192.168.0.1_53_52593,2024-12-12 15:20:45.107778,192.168.0.164,60538,192.168.0.1,53,DNS,0.02978,2,1,1,224,104,120,67.16367,7522.33099,104,120,112.00000,8.00000,64.00000,0.07143,3ki5b6u1uh2xufi8ca7cg3futm4nb.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['3', 'k', 'i', '5', 'b', '6', 'u', '1', 'u', 'h', '2', 'x', 'u', 'f', 'i', '8', 'c', 'a', '7', 'c', 'g', '3', 'f', 'u', 't', 'm', '4', 'n', 'b', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['3k', 'ki', 'i5', '5b', 'b6', '6u', 'u1', '1u', 'uh', 'h2', '2x', 'xu', 'uf', 'fi', 'i8', '8c', 'ca', 'a7', '7c', 'cg', 'g3', '3f', 'fu', 'ut', 'tm', 'm4', '4n', 'nb', 'b.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['3ki', 'ki5', 'i5b', '5b6', 'b6u', '6u1', 'u1u', '1uh', 'uh2', 'h2x', '2xu', 'xuf', 'ufi', 'fi8', 'i8c', '8ca', 'ca7', 'a7c', '7cg', 'cg3', 'g3f', '3fu', 'fut', 'utm', 'tm4', 'm4n', '4nb', 'nb.', 'b.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'5': 1, 'm': 2, 'n': 1, 'f': 2, '.': 4, 'b': 2, 'c': 2, 'h': 1, '3': 2, '6': 1, 'y': 1, 'u': 5, 'd': 1, 'i': 3, 'k': 1, 'e': 1, '2': 1, 'p': 1, '1': 1, 'x': 2, '4': 1, 'z': 1, '7': 1, 'g': 1, '8': 1, 'a': 3, 't': 1, 'l': 1}",4.5780883079127035,1,6,3,1,0.6,0.37209302325581395,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:22:01.954471_192.168.0.164_60539_192.168.0.1_53_9804,2024-12-12 15:22:01.954471,192.168.0.164,60539,192.168.0.1,53,DNS,0.02652,2,1,1,224,104,120,75.41203,8446.14738,104,120,112.00000,8.00000,64.00000,0.07143,f8m5d6ewi9vger2x1agvayqqg54n9.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['f', '8', 'm', '5', 'd', '6', 'e', 'w', 'i', '9', 'v', 'g', 'e', 'r', '2', 'x', '1', 'a', 'g', 'v', 'a', 'y', 'q', 'q', 'g', '5', '4', 'n', '9', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['f8', '8m', 'm5', '5d', 'd6', '6e', 'ew', 'wi', 'i9', '9v', 'vg', 'ge', 'er', 'r2', '2x', 'x1', '1a', 'ag', 'gv', 'va', 'ay', 'yq', 'qq', 'qg', 'g5', '54', '4n', 'n9', '9.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['f8m', '8m5', 'm5d', '5d6', 'd6e', '6ew', 'ewi', 'wi9', 'i9v', '9vg', 'vge', 'ger', 'er2', 'r2x', '2x1', 'x1a', '1ag', 'agv', 'gva', 'vay', 'ayq', 'yqq', 'qqg', 'qg5', 'g54', '54n', '4n9', 'n9.', '9.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'r': 1, '5': 2, 'm': 2, 'n': 1, 'w': 1, 'f': 1, '.': 4, 'q': 2, '6': 1, 'y': 2, 'u': 1, 'd': 2, 'i': 2, 'e': 3, '2': 1, 'p': 1, '1': 1, 'x': 2, '4': 1, '9': 2, 'z': 1, 'v': 2, 'g': 3, '8': 1, 'a': 4, 'l': 1}",4.524969207344632,2,8,4,2,0.45454545454545453,0.3181818181818182,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:22:57.549605_192.168.0.164_60543_192.168.0.1_53_52203,2024-12-12 15:22:57.549605,192.168.0.164,60543,192.168.0.1,53,DNS,0.02865,2,1,1,224,104,120,69.80037,7817.64101,104,120,112.00000,8.00000,64.00000,0.07143,p7q1a1tt5q65m5ji0k5zskns314nf.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['p', '7', 'q', '1', 'a', '1', 't', 't', '5', 'q', '6', '5', 'm', '5', 'j', 'i', '0', 'k', '5', 'z', 's', 'k', 'n', 's', '3', '1', '4', 'n', 'f', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['p7', '7q', 'q1', '1a', 'a1', '1t', 'tt', 't5', '5q', 'q6', '65', '5m', 'm5', '5j', 'ji', 'i0', '0k', 'k5', '5z', 'zs', 'sk', 'kn', 'ns', 's3', '31', '14', '4n', 'nf', 'f.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['p7q', '7q1', 'q1a', '1a1', 'a1t', '1tt', 'tt5', 't5q', '5q6', 'q65', '65m', '5m5', 'm5j', '5ji', 'ji0', 'i0k', '0k5', 'k5z', '5zs', 'zsk', 'skn', 'kns', 'ns3', 's31', '314', '14n', '4nf', 'nf.', 'f.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.26666666666666666,"{'0': 1, '5': 4, 'm': 2, 'j': 1, 'n': 2, 'f': 1, '.': 4, 's': 2, '3': 1, 'q': 2, '6': 1, 'y': 1, 'u': 1, 'd': 1, 'i': 2, 'k': 2, 'e': 1, 'p': 2, '1': 3, 'x': 1, '4': 1, 'z': 2, '7': 1, 'a': 3, 't': 2, 'l': 1}",4.524969207344633,3,6,5,2,0.3181818181818182,0.20930232558139536,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:23:46.867770_192.168.0.164_60547_192.168.0.1_53_11294,2024-12-12 15:23:46.867770,192.168.0.164,60547,192.168.0.1,53,DNS,0.03217,2,1,1,224,104,120,62.17330,6963.40947,104,120,112.00000,8.00000,64.00000,0.07143,apfzbk8ls428lxchc3uzxg501c4n5.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['a', 'p', 'f', 'z', 'b', 'k', '8', 'l', 's', '4', '2', '8', 'l', 'x', 'c', 'h', 'c', '3', 'u', 'z', 'x', 'g', '5', '0', '1', 'c', '4', 'n', '5', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ap', 'pf', 'fz', 'zb', 'bk', 'k8', '8l', 'ls', 's4', '42', '28', '8l', 'lx', 'xc', 'ch', 'hc', 'c3', '3u', 'uz', 'zx', 'xg', 'g5', '50', '01', '1c', 'c4', '4n', 'n5', '5.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['apf', 'pfz', 'fzb', 'zbk', 'bk8', 'k8l', '8ls', 'ls4', 's42', '428', '28l', '8lx', 'lxc', 'xch', 'chc', 'hc3', 'c3u', '3uz', 'uzx', 'zxg', 'xg5', 'g50', '501', '01c', '1c4', 'c4n', '4n5', 'n5.', '5.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'0': 1, '5': 2, 'm': 1, 'n': 1, 'f': 1, '.': 4, 'b': 1, 's': 1, 'c': 3, 'h': 1, '3': 1, 'y': 1, 'u': 2, 'd': 1, 'k': 1, 'i': 1, 'e': 1, '2': 1, 'p': 2, '1': 1, 'x': 3, '4': 2, 'z': 3, 'g': 1, '8': 2, 'a': 3, 'l': 3}",4.563532262755958,3,6,5,1,0.2916666666666667,0.20454545454545456,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:24:38.999878_192.168.0.164_60548_192.168.0.1_53_59950,2024-12-12 15:24:38.999878,192.168.0.164,60548,192.168.0.1,53,DNS,0.02671,2,1,1,224,104,120,74.89227,8387.93397,104,120,112.00000,8.00000,64.00000,0.07143,nruswcoyl00b6f5ttt9v9s6dds4vr.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['n', 'r', 'u', 's', 'w', 'c', 'o', 'y', 'l', '0', '0', 'b', '6', 'f', '5', 't', 't', 't', '9', 'v', '9', 's', '6', 'd', 'd', 's', '4', 'v', 'r', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['nr', 'ru', 'us', 'sw', 'wc', 'co', 'oy', 'yl', 'l0', '00', '0b', 'b6', '6f', 'f5', '5t', 'tt', 'tt', 't9', '9v', 'v9', '9s', 's6', '6d', 'dd', 'ds', 's4', '4v', 'vr', 'r.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['nru', 'rus', 'usw', 'swc', 'wco', 'coy', 'oyl', 'yl0', 'l00', '00b', '0b6', 'b6f', '6f5', 'f5t', '5tt', 'ttt', 'tt9', 't9v', '9v9', 'v9s', '9s6', 's6d', '6dd', 'dds', 'ds4', 's4v', '4vr', 'vr.', 'r.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'o': 1, '0': 2, 'r': 2, '5': 1, 'm': 1, 'n': 1, 'f': 1, 'w': 1, '.': 4, 'b': 1, 's': 3, 'c': 1, '6': 2, 'y': 2, 'u': 2, 'd': 3, 'i': 1, 'e': 1, 'p': 1, 'x': 1, '4': 1, '9': 2, 'z': 1, 'v': 2, 'a': 2, 't': 3, 'l': 2}",4.597082818407667,2,9,3,3,0.2692307692307692,0.27906976744186046,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:25:37.639240_192.168.0.164_60549_192.168.0.1_53_13171,2024-12-12 15:25:37.639240,192.168.0.164,60549,192.168.0.1,53,DNS,0.03660,4,2,2,448,208,240,109.29284,12240.79809,104,120,112.00000,8.00000,64.00000,0.07143,4f1sxsytrmcg9mgpwrnwomgcgs4va.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['4', 'f', '1', 's', 'x', 's', 'y', 't', 'r', 'm', 'c', 'g', '9', 'm', 'g', 'p', 'w', 'r', 'n', 'w', 'o', 'm', 'g', 'c', 'g', 's', '4', 'v', 'a', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['4f', 'f1', '1s', 'sx', 'xs', 'sy', 'yt', 'tr', 'rm', 'mc', 'cg', 'g9', '9m', 'mg', 'gp', 'pw', 'wr', 'rn', 'nw', 'wo', 'om', 'mg', 'gc', 'cg', 'gs', 's4', '4v', 'va', 'a.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['4f1', 'f1s', '1sx', 'sxs', 'xsy', 'syt', 'ytr', 'trm', 'rmc', 'mcg', 'cg9', 'g9m', '9mg', 'mgp', 'gpw', 'pwr', 'wrn', 'rnw', 'nwo', 'wom', 'omg', 'mgc', 'gcg', 'cgs', 'gs4', 's4v', '4va', 'va.', 'a.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.08888888888888889,"{'o': 1, 'r': 2, 'm': 4, 'n': 1, 'w': 2, 'f': 1, '.': 4, 's': 3, 'c': 2, 'y': 2, 'u': 1, 'd': 1, 'i': 1, 'e': 1, 'p': 2, '1': 1, 'x': 2, '4': 2, '9': 1, 'z': 1, 'v': 1, 'g': 4, 'a': 3, 't': 1, 'l': 1}",4.436080318455743,1,13,9,1,0.23333333333333334,0.22727272727272727,1,60,60,60.00000,60.00000,60.00000,2,0,"[1, 1]","[1, 1]",Malicious
2024-12-12 15:26:35.360247_192.168.0.164_60550_192.168.0.1_53_33432,2024-12-12 15:26:35.360247,192.168.0.164,60550,192.168.0.1,53,DNS,0.03026,2,1,1,224,104,120,66.08690,7401.73238,104,120,112.00000,8.00000,64.00000,0.07143,bxlcvvhmij18ecei70as398g2c4vz.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['b', 'x', 'l', 'c', 'v', 'v', 'h', 'm', 'i', 'j', '1', '8', 'e', 'c', 'e', 'i', '7', '0', 'a', 's', '3', '9', '8', 'g', '2', 'c', '4', 'v', 'z', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['bx', 'xl', 'lc', 'cv', 'vv', 'vh', 'hm', 'mi', 'ij', 'j1', '18', '8e', 'ec', 'ce', 'ei', 'i7', '70', '0a', 'as', 's3', '39', '98', '8g', 'g2', '2c', 'c4', '4v', 'vz', 'z.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['bxl', 'xlc', 'lcv', 'cvv', 'vvh', 'vhm', 'hmi', 'mij', 'ij1', 'j18', '18e', '8ec', 'ece', 'cei', 'ei7', 'i70', '70a', '0as', 'as3', 's39', '398', '98g', '8g2', 'g2c', '2c4', 'c4v', '4vz', 'vz.', 'z.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'0': 1, 'm': 2, 'j': 1, '.': 4, 'b': 1, 's': 1, 'c': 3, 'h': 1, '3': 1, 'y': 1, 'u': 1, 'd': 1, 'i': 3, 'e': 3, '2': 1, 'p': 1, '1': 1, 'x': 2, '4': 1, '9': 1, 'z': 2, 'v': 3, '7': 1, 'g': 1, '8': 2, 'a': 3, 'l': 2}",4.563532262755958,3,10,8,2,0.45454545454545453,0.3023255813953488,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:27:43.712919_192.168.0.164_60551_192.168.0.1_53_12398,2024-12-12 15:27:43.712919,192.168.0.164,60551,192.168.0.1,53,DNS,0.03512,4,2,2,448,208,240,113.89209,12755.91408,104,120,112.00000,8.00000,64.00000,0.07143,6mu8kwthd7j5wbl1bff5rjif584vu.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['6', 'm', 'u', '8', 'k', 'w', 't', 'h', 'd', '7', 'j', '5', 'w', 'b', 'l', '1', 'b', 'f', 'f', '5', 'r', 'j', 'i', 'f', '5', '8', '4', 'v', 'u', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['6m', 'mu', 'u8', '8k', 'kw', 'wt', 'th', 'hd', 'd7', '7j', 'j5', '5w', 'wb', 'bl', 'l1', '1b', 'bf', 'ff', 'f5', '5r', 'rj', 'ji', 'if', 'f5', '58', '84', '4v', 'vu', 'u.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['6mu', 'mu8', 'u8k', '8kw', 'kwt', 'wth', 'thd', 'hd7', 'd7j', '7j5', 'j5w', '5wb', 'wbl', 'bl1', 'l1b', '1bf', 'bff', 'ff5', 'f5r', '5rj', 'rji', 'jif', 'if5', 'f58', '584', '84v', '4vu', 'vu.', 'u.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'r': 1, '5': 3, 'm': 2, 'j': 2, 'f': 3, 'w': 2, '.': 4, 'b': 2, 'h': 1, '6': 1, 'y': 1, 'u': 3, 'd': 2, 'k': 1, 'i': 2, 'e': 1, 'p': 1, '1': 1, 'x': 1, '4': 1, 'z': 1, 'v': 1, '7': 1, '8': 2, 'a': 2, 't': 1, 'l': 2}",4.597082818407667,3,6,5,2,0.3333333333333333,0.25,1,60,60,60.00000,60.00000,60.00000,2,0,"[1, 1]","[1, 1]",Malicious
