flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_numbers,receiving_packets_numbers,sending_packets_numbers,total_bytes,receiving_bytes,sending_bytes,packets_rate,packets_len_rate,min_packets_len,max_packets_len,mean_packets_len,standard_deviation_packets_len,variance_packets_len,coefficient_of_variation_packets_len,dns_domain_name,dns_top_level_domain,dns_second_level_domain,dns_domain_name_length,dns_subdomain_name_length,uni_gram_domain_name,bi_gram_domain_name,tri_gram_domain_name,numerical_percentage,character_distribution,character_entropy,max_continuous_numeric_len,max_continuous_alphabet_len,max_continuous_consonants_len,max_continuous_same_alphabet_len,vowels_consonant_ratio,conv_freq_vowels_consonants,distinct_ttl_values,ttl_values_min,ttl_values_max,ttl_values_mean,ttl_values_mode,ttl_values_median,distinct_A_records,distinct_NS_records,ans_resource_record_type,ans_resource_record_class,label
2024-12-12 15:02:33.369219_192.168.0.164_59819_192.168.0.1_53_16592,2024-12-12 15:02:33.369219,192.168.0.164,59819,192.168.0.1,53,DNS,0.02573,2,1,1,224,104,120,77.73636,8706.47196,104,120,112.00000,8.00000,64.00000,0.07143,hai1ud9yrcfwjqg46bvwq3dgy14ns.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['h', 'a', 'i', '1', 'u', 'd', '9', 'y', 'r', 'c', 'f', 'w', 'j', 'q', 'g', '4', '6', 'b', 'v', 'w', 'q', '3', 'd', 'g', 'y', '1', '4', 'n', 's', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ha', 'ai', 'i1', '1u', 'ud', 'd9', '9y', 'yr', 'rc', 'cf', 'fw', 'wj', 'jq', 'qg', 'g4', '46', '6b', 'bv', 'vw', 'wq', 'q3', '3d', 'dg', 'gy', 'y1', '14', '4n', 'ns', 's.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['hai', 'ai1', 'i1u', '1ud', 'ud9', 'd9y', '9yr', 'yrc', 'rcf', 'cfw', 'fwj', 'wjq', 'jqg', 'qg4', 'g46', '46b', '6bv', 'bvw', 'vwq', 'wq3', 'q3d', '3dg', 'dgy', 'gy1', 'y14', '14n', '4ns', 'ns.', 's.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'r': 1, 'm': 1, 'j': 1, 'w': 2, 'f': 1, 'n': 1, '.': 4, 'b': 1, 's': 1, 'c': 1, 'h': 1, '3': 1, 'q': 2, '6': 1, 'y': 3, 'u': 2, 'd': 3, 'i': 2, 'e': 1, 'p': 1, '1': 2, 'x': 1, '4': 2, '9': 1, 'z': 1, 'v': 1, 'g': 2, 'a': 3, 'l': 1}",4.685971707296555,2,8,8,1,0.3076923076923077,0.23255813953488372,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:03:32.952601_192.168.0.164_59820_192.168.0.1_53_55003,2024-12-12 15:03:32.952601,192.168.0.164,59820,192.168.0.1,53,DNS,0.03102,2,1,1,224,104,120,64.46626,7220.22145,104,120,112.00000,8.00000,64.00000,0.07143,9b5njcmfbve79rg2vplg0yvwy34n4.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['9', 'b', '5', 'n', 'j', 'c', 'm', 'f', 'b', 'v', 'e', '7', '9', 'r', 'g', '2', 'v', 'p', 'l', 'g', '0', 'y', 'v', 'w', 'y', '3', '4', 'n', '4', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['9b', 'b5', '5n', 'nj', 'jc', 'cm', 'mf', 'fb', 'bv', 've', 'e7', '79', '9r', 'rg', 'g2', '2v', 'vp', 'pl', 'lg', 'g0', '0y', 'yv', 'vw', 'wy', 'y3', '34', '4n', 'n4', '4.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['9b5', 'b5n', '5nj', 'njc', 'jcm', 'cmf', 'mfb', 'fbv', 'bve', 've7', 'e79', '79r', '9rg', 'rg2', 'g2v', '2vp', 'vpl', 'plg', 'lg0', 'g0y', '0yv', 'yvw', 'vwy', 'wy3', 'y34', '34n', '4n4', 'n4.', '4.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'0': 1, 'r': 1, '5': 1, 'm': 2, 'j': 1, 'w': 1, 'n': 2, 'f': 1, '.': 4, 'b': 2, 'c': 1, '3': 1, 'y': 3, 'u': 1, 'd': 1, 'i': 1, 'e': 2, '2': 1, 'p': 2, 'x': 1, '4': 2, '9': 2, 'z': 1, 'v': 3, '7': 1, 'g': 2, 'a': 2, 'l': 2}",4.658302540677966,2,8,7,1,0.23076923076923078,0.18181818181818182,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:04:45.715608_192.168.0.164_59825_192.168.0.1_53_2351,2024-12-12 15:04:45.715608,192.168.0.164,59825,192.168.0.1,53,DNS,0.02754,2,1,1,224,104,120,72.61858,8133.28107,104,120,112.00000,8.00000,64.00000,0.07143,xn8t0tqzcvzjo3oabuck7vendp4nt.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['x', 'n', '8', 't', '0', 't', 'q', 'z', 'c', 'v', 'z', 'j', 'o', '3', 'o', 'a', 'b', 'u', 'c', 'k', '7', 'v', 'e', 'n', 'd', 'p', '4', 'n', 't', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['xn', 'n8', '8t', 't0', '0t', 'tq', 'qz', 'zc', 'cv', 'vz', 'zj', 'jo', 'o3', '3o', 'oa', 'ab', 'bu', 'uc', 'ck', 'k7', '7v', 've', 'en', 'nd', 'dp', 'p4', '4n', 'nt', 't.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['xn8', 'n8t', '8t0', 't0t', '0tq', 'tqz', 'qzc', 'zcv', 'cvz', 'vzj', 'zjo', 'jo3', 'o3o', '3oa', 'oab', 'abu', 'buc', 'uck', 'ck7', 'k7v', '7ve', 'ven', 'end', 'ndp', 'dp4', 'p4n', '4nt', 'nt.', 't.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.1111111111111111,"{'o': 2, '0': 1, 'm': 1, 'j': 1, 'n': 3, '.': 4, 'b': 1, 'c': 2, '3': 1, 'q': 1, 'y': 1, 'u': 2, 'd': 2, 'k': 1, 'i': 1, 'e': 2, 'p': 2, 'x': 2, '4': 1, 'z': 3, 'v': 2, '7': 1, '8': 1, 'a': 3, 't': 3, 'l': 1}",4.535863096137367,1,8,7,1,0.38461538461538464,0.32558139534883723,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:06:05.200767_192.168.0.164_59827_192.168.0.1_53_41551,2024-12-12 15:06:05.200767,192.168.0.164,59827,192.168.0.1,53,DNS,0.02784,2,1,1,224,104,120,71.83934,8046.00618,104,120,112.00000,8.00000,64.00000,0.07143,74xmrg1kawvw93gaunbve9nnym4n3.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['7', '4', 'x', 'm', 'r', 'g', '1', 'k', 'a', 'w', 'v', 'w', '9', '3', 'g', 'a', 'u', 'n', 'b', 'v', 'e', '9', 'n', 'n', 'y', 'm', '4', 'n', '3', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['74', '4x', 'xm', 'mr', 'rg', 'g1', '1k', 'ka', 'aw', 'wv', 'vw', 'w9', '93', '3g', 'ga', 'au', 'un', 'nb', 'bv', 've', 'e9', '9n', 'nn', 'ny', 'ym', 'm4', '4n', 'n3', '3.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['74x', '4xm', 'xmr', 'mrg', 'rg1', 'g1k', '1ka', 'kaw', 'awv', 'wvw', 'vw9', 'w93', '93g', '3ga', 'gau', 'aun', 'unb', 'nbv', 'bve', 've9', 'e9n', '9nn', 'nny', 'nym', 'ym4', 'm4n', '4n3', 'n3.', '3.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'r': 1, 'm': 3, 'n': 4, 'w': 2, '.': 4, 'b': 1, '3': 2, 'y': 2, 'u': 2, 'd': 1, 'k': 1, 'i': 1, 'e': 2, 'p': 1, '1': 1, 'x': 2, '4': 2, '9': 2, 'z': 1, 'v': 2, '7': 1, 'g': 2, 'a': 4, 'l': 1}",4.408411151837153,2,7,4,2,0.375,0.2727272727272727,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:06:45.669122_192.168.0.164_59828_192.168.0.1_53_26232,2024-12-12 15:06:45.669122,192.168.0.164,59828,192.168.0.1,53,DNS,0.03143,2,1,1,224,104,120,63.62718,7126.24466,104,120,112.00000,8.00000,64.00000,0.07143,82puf6akwila5evwyal1z107du4n8.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['8', '2', 'p', 'u', 'f', '6', 'a', 'k', 'w', 'i', 'l', 'a', '5', 'e', 'v', 'w', 'y', 'a', 'l', '1', 'z', '1', '0', '7', 'd', 'u', '4', 'n', '8', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['82', '2p', 'pu', 'uf', 'f6', '6a', 'ak', 'kw', 'wi', 'il', 'la', 'a5', '5e', 'ev', 'vw', 'wy', 'ya', 'al', 'l1', '1z', 'z1', '10', '07', '7d', 'du', 'u4', '4n', 'n8', '8.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['82p', '2pu', 'puf', 'uf6', 'f6a', '6ak', 'akw', 'kwi', 'wil', 'ila', 'la5', 'a5e', '5ev', 'evw', 'vwy', 'wya', 'yal', 'al1', 'l1z', '1z1', 'z10', '107', '07d', '7du', 'du4', 'u4n', '4n8', 'n8.', '8.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'0': 1, '5': 1, 'm': 1, 'n': 1, 'w': 2, 'f': 1, '.': 4, '6': 1, 'y': 2, 'u': 3, 'd': 2, 'k': 1, 'i': 2, 'e': 2, '2': 1, 'p': 2, '1': 2, 'x': 1, '4': 1, 'z': 2, 'v': 1, '7': 1, '8': 2, 'a': 5, 'l': 3}",4.44475497457937,3,6,3,1,0.631578947368421,0.38636363636363635,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:07:59.715519_192.168.0.164_59829_192.168.0.1_53_34660,2024-12-12 15:07:59.715519,192.168.0.164,59829,192.168.0.1,53,DNS,0.03820,2,1,1,224,104,120,52.35877,5864.18226,104,120,112.00000,8.00000,64.00000,0.07143,umyj9joxhoi87gx8qubo9xut844nh.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['u', 'm', 'y', 'j', '9', 'j', 'o', 'x', 'h', 'o', 'i', '8', '7', 'g', 'x', '8', 'q', 'u', 'b', 'o', '9', 'x', 'u', 't', '8', '4', '4', 'n', 'h', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['um', 'my', 'yj', 'j9', '9j', 'jo', 'ox', 'xh', 'ho', 'oi', 'i8', '87', '7g', 'gx', 'x8', '8q', 'qu', 'ub', 'bo', 'o9', '9x', 'xu', 'ut', 't8', '84', '44', '4n', 'nh', 'h.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['umy', 'myj', 'yj9', 'j9j', '9jo', 'jox', 'oxh', 'xho', 'hoi', 'oi8', 'i87', '87g', '7gx', 'gx8', 'x8q', '8qu', 'qub', 'ubo', 'bo9', 'o9x', '9xu', 'xut', 'ut8', 't84', '844', '44n', '4nh', 'nh.', 'h.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'o': 3, 'm': 2, 'n': 1, 'j': 2, '.': 4, 'b': 1, 'h': 2, 'q': 1, 'y': 2, 'u': 4, 'd': 1, 'i': 2, 'e': 1, 'p': 1, 'x': 4, '4': 2, '9': 2, 'z': 1, '7': 1, 'g': 1, '8': 3, 'a': 2, 't': 1, 'l': 1}",4.391635874011299,3,6,3,1,0.5714285714285714,0.3953488372093023,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:08:49.621441_192.168.0.164_59830_192.168.0.1_53_19215,2024-12-12 15:08:49.621441,192.168.0.164,59830,192.168.0.1,53,DNS,0.02699,2,1,1,224,104,120,74.11217,8300.56275,104,120,112.00000,8.00000,64.00000,0.07143,1vmikpf8czc0g9chzy9dsx0m9i4n7.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['1', 'v', 'm', 'i', 'k', 'p', 'f', '8', 'c', 'z', 'c', '0', 'g', '9', 'c', 'h', 'z', 'y', '9', 'd', 's', 'x', '0', 'm', '9', 'i', '4', 'n', '7', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['1v', 'vm', 'mi', 'ik', 'kp', 'pf', 'f8', '8c', 'cz', 'zc', 'c0', '0g', 'g9', '9c', 'ch', 'hz', 'zy', 'y9', '9d', 'ds', 'sx', 'x0', '0m', 'm9', '9i', 'i4', '4n', 'n7', '7.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['1vm', 'vmi', 'mik', 'ikp', 'kpf', 'pf8', 'f8c', '8cz', 'czc', 'zc0', 'c0g', '0g9', 'g9c', '9ch', 'chz', 'hzy', 'zy9', 'y9d', '9ds', 'dsx', 'sx0', 'x0m', '0m9', 'm9i', '9i4', 'i4n', '4n7', 'n7.', '7.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'0': 2, 'm': 3, 'n': 1, 'f': 1, '.': 4, 's': 1, 'c': 3, 'h': 1, 'y': 2, 'u': 1, 'd': 2, 'k': 1, 'i': 3, 'e': 1, 'p': 2, '1': 1, 'x': 2, '4': 1, '9': 3, 'z': 3, 'v': 1, '7': 1, 'g': 1, '8': 1, 'a': 2, 'l': 1}",4.519087818311512,1,6,4,1,0.28,0.20454545454545456,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:09:38.669236_192.168.0.164_59831_192.168.0.1_53_32294,2024-12-12 15:09:38.669236,192.168.0.164,59831,192.168.0.1,53,DNS,0.02853,2,1,1,224,104,120,70.11365,7852.72934,104,120,112.00000,8.00000,64.00000,0.07143,edtg3ncv6yp11zg19lczn510ag4ny.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['e', 'd', 't', 'g', '3', 'n', 'c', 'v', '6', 'y', 'p', '1', '1', 'z', 'g', '1', '9', 'l', 'c', 'z', 'n', '5', '1', '0', 'a', 'g', '4', 'n', 'y', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ed', 'dt', 'tg', 'g3', '3n', 'nc', 'cv', 'v6', '6y', 'yp', 'p1', '11', '1z', 'zg', 'g1', '19', '9l', 'lc', 'cz', 'zn', 'n5', '51', '10', '0a', 'ag', 'g4', '4n', 'ny', 'y.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['edt', 'dtg', 'tg3', 'g3n', '3nc', 'ncv', 'cv6', 'v6y', '6yp', 'yp1', 'p11', '11z', '1zg', 'zg1', 'g19', '19l', '9lc', 'lcz', 'czn', 'zn5', 'n51', '510', '10a', '0ag', 'ag4', 'g4n', '4ny', 'ny.', 'y.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2222222222222222,"{'0': 1, '5': 1, 'm': 1, 'n': 3, '.': 4, 'c': 2, '3': 1, '6': 1, 'y': 3, 'u': 1, 'd': 2, 'i': 1, 'e': 2, 'p': 2, '1': 4, 'x': 1, '4': 1, '9': 1, 'z': 3, 'v': 1, 'g': 3, 'a': 3, 't': 1, 'l': 2}",4.385754484978179,3,6,4,1,0.2916666666666667,0.23255813953488372,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:10:37.672664_192.168.0.164_59832_192.168.0.1_53_52261,2024-12-12 15:10:37.672664,192.168.0.164,59832,192.168.0.1,53,DNS,0.02855,2,1,1,224,104,120,70.06446,7847.21989,104,120,112.00000,8.00000,64.00000,0.07143,7biwuwzvkyupzi393ivp2nyeqw4nq.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['7', 'b', 'i', 'w', 'u', 'w', 'z', 'v', 'k', 'y', 'u', 'p', 'z', 'i', '3', '9', '3', 'i', 'v', 'p', '2', 'n', 'y', 'e', 'q', 'w', '4', 'n', 'q', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['7b', 'bi', 'iw', 'wu', 'uw', 'wz', 'zv', 'vk', 'ky', 'yu', 'up', 'pz', 'zi', 'i3', '39', '93', '3i', 'iv', 'vp', 'p2', '2n', 'ny', 'ye', 'eq', 'qw', 'w4', '4n', 'nq', 'q.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['7bi', 'biw', 'iwu', 'wuw', 'uwz', 'wzv', 'zvk', 'vky', 'kyu', 'yup', 'upz', 'pzi', 'zi3', 'i39', '393', '93i', '3iv', 'ivp', 'vp2', 'p2n', '2ny', 'nye', 'yeq', 'eqw', 'qw4', 'w4n', '4nq', 'nq.', 'q.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.13333333333333333,"{'m': 1, 'n': 2, 'w': 3, '.': 4, 'b': 1, '3': 2, 'q': 2, 'y': 3, 'u': 3, 'd': 1, 'i': 4, 'k': 1, 'e': 2, '2': 1, 'p': 3, 'x': 1, '4': 1, '9': 1, 'z': 3, 'v': 2, '7': 1, 'a': 2, 'l': 1}",4.341310040533735,3,13,5,1,0.4583333333333333,0.4186046511627907,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:11:21.652216_192.168.0.164_59833_192.168.0.1_53_53451,2024-12-12 15:11:21.652216,192.168.0.164,59833,192.168.0.1,53,DNS,0.03225,2,1,1,224,104,120,62.02481,6946.77917,104,120,112.00000,8.00000,64.00000,0.07143,xh639pme5tmsimidfmzbja4g734ni.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['x', 'h', '6', '3', '9', 'p', 'm', 'e', '5', 't', 'm', 's', 'i', 'm', 'i', 'd', 'f', 'm', 'z', 'b', 'j', 'a', '4', 'g', '7', '3', '4', 'n', 'i', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['xh', 'h6', '63', '39', '9p', 'pm', 'me', 'e5', '5t', 'tm', 'ms', 'si', 'im', 'mi', 'id', 'df', 'fm', 'mz', 'zb', 'bj', 'ja', 'a4', '4g', 'g7', '73', '34', '4n', 'ni', 'i.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['xh6', 'h63', '639', '39p', '9pm', 'pme', 'me5', 'e5t', '5tm', 'tms', 'msi', 'sim', 'imi', 'mid', 'idf', 'dfm', 'fmz', 'mzb', 'zbj', 'bja', 'ja4', 'a4g', '4g7', 'g73', '734', '34n', '4ni', 'ni.', 'i.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.17777777777777778,"{'5': 1, 'm': 5, 'j': 1, 'f': 1, 'n': 1, '.': 4, 'b': 1, 's': 1, 'h': 1, '3': 2, '6': 1, 'y': 1, 'u': 1, 'd': 2, 'i': 4, 'e': 2, 'p': 2, 'x': 2, '4': 2, '9': 1, 'z': 2, '7': 1, 'g': 1, 'a': 3, 't': 1, 'l': 1}",4.4615302524052245,3,13,6,1,0.43478260869565216,0.3181818181818182,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:12:07.607559_192.168.0.164_59834_192.168.0.1_53_16739,2024-12-12 15:12:07.607559,192.168.0.164,59834,192.168.0.1,53,DNS,0.03345,2,1,1,224,104,120,59.78710,6696.15486,104,120,112.00000,8.00000,64.00000,0.07143,bud8al9p6jcng5xfxntg6nz8984nd.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['b', 'u', 'd', '8', 'a', 'l', '9', 'p', '6', 'j', 'c', 'n', 'g', '5', 'x', 'f', 'x', 'n', 't', 'g', '6', 'n', 'z', '8', '9', '8', '4', 'n', 'd', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['bu', 'ud', 'd8', '8a', 'al', 'l9', '9p', 'p6', '6j', 'jc', 'cn', 'ng', 'g5', '5x', 'xf', 'fx', 'xn', 'nt', 'tg', 'g6', '6n', 'nz', 'z8', '89', '98', '84', '4n', 'nd', 'd.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['bud', 'ud8', 'd8a', '8al', 'al9', 'l9p', '9p6', 'p6j', '6jc', 'jcn', 'cng', 'ng5', 'g5x', '5xf', 'xfx', 'fxn', 'xnt', 'ntg', 'tg6', 'g6n', '6nz', 'nz8', 'z89', '898', '984', '84n', '4nd', 'nd.', 'd.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.2,"{'5': 1, 'm': 1, 'j': 1, 'n': 4, 'f': 1, '.': 4, 'b': 1, 'c': 1, '6': 2, 'y': 1, 'u': 2, 'd': 3, 'i': 1, 'e': 1, 'p': 2, 'x': 3, '4': 1, '9': 2, 'z': 2, 'g': 2, '8': 3, 'a': 3, 't': 1, 'l': 2}",4.402529762804034,4,6,6,1,0.28,0.2558139534883721,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:13:14.434886_192.168.0.164_59844_192.168.0.1_53_11820,2024-12-12 15:13:14.434886,192.168.0.164,59844,192.168.0.1,53,DNS,0.03543,2,1,1,224,104,120,56.45093,6322.50401,104,120,112.00000,8.00000,64.00000,0.07143,ieznzn50zcso7frj6lxk83noan4nx.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['i', 'e', 'z', 'n', 'z', 'n', '5', '0', 'z', 'c', 's', 'o', '7', 'f', 'r', 'j', '6', 'l', 'x', 'k', '8', '3', 'n', 'o', 'a', 'n', '4', 'n', 'x', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['ie', 'ez', 'zn', 'nz', 'zn', 'n5', '50', '0z', 'zc', 'cs', 'so', 'o7', '7f', 'fr', 'rj', 'j6', '6l', 'lx', 'xk', 'k8', '83', '3n', 'no', 'oa', 'an', 'n4', '4n', 'nx', 'x.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['iez', 'ezn', 'znz', 'nzn', 'zn5', 'n50', '50z', '0zc', 'zcs', 'cso', 'so7', 'o7f', '7fr', 'frj', 'rj6', 'j6l', '6lx', 'lxk', 'xk8', 'k83', '83n', '3no', 'noa', 'oan', 'an4', 'n4n', '4nx', 'nx.', 'x.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 2, '0': 1, 'r': 1, '5': 1, 'm': 1, 'j': 1, 'n': 5, 'f': 1, '.': 4, 's': 1, 'c': 1, '3': 1, '6': 1, 'y': 1, 'u': 1, 'd': 1, 'i': 2, 'k': 1, 'e': 2, 'p': 1, 'x': 3, '4': 1, 'z': 4, '7': 1, '8': 1, 'a': 3, 'l': 2}",4.489199419023815,2,6,4,1,0.4166666666666667,0.27906976744186046,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
2024-12-12 15:14:15.451448_192.168.0.164_59845_192.168.0.1_53_31092,2024-12-12 15:14:15.451448,192.168.0.164,59845,192.168.0.1,53,DNS,0.02925,2,1,1,224,104,120,68.37350,7657.83203,104,120,112.00000,8.00000,64.00000,0.07143,v2wdwto421mdjlkkruvzk5s1xf4nm.api.daumel.xyz.,xyz,daumel.xyz,45,29,"['v', '2', 'w', 'd', 'w', 't', 'o', '4', '2', '1', 'm', 'd', 'j', 'l', 'k', 'k', 'r', 'u', 'v', 'z', 'k', '5', 's', '1', 'x', 'f', '4', 'n', 'm', '.', 'a', 'p', 'i', '.', 'd', 'a', 'u', 'm', 'e', 'l', '.', 'x', 'y', 'z', '.']","['v2', '2w', 'wd', 'dw', 'wt', 'to', 'o4', '42', '21', '1m', 'md', 'dj', 'jl', 'lk', 'kk', 'kr', 'ru', 'uv', 'vz', 'zk', 'k5', '5s', 's1', '1x', 'xf', 'f4', '4n', 'nm', 'm.', '.a', 'ap', 'pi', 'i.', '.d', 'da', 'au', 'um', 'me', 'el', 'l.', '.x', 'xy', 'yz', 'z.']","['v2w', '2wd', 'wdw', 'dwt', 'wto', 'to4', 'o42', '421', '21m', '1md', 'mdj', 'djl', 'jlk', 'lkk', 'kkr', 'kru', 'ruv', 'uvz', 'vzk', 'zk5', 'k5s', '5s1', 's1x', '1xf', 'xf4', 'f4n', '4nm', 'nm.', 'm.a', '.ap', 'api', 'pi.', 'i.d', '.da', 'dau', 'aum', 'ume', 'mel', 'el.', 'l.x', '.xy', 'xyz', 'yz.']",0.15555555555555556,"{'o': 1, 'r': 1, '5': 1, 'm': 3, 'j': 1, 'f': 1, 'w': 2, 'n': 1, '.': 4, 's': 1, 'y': 1, 'u': 2, 'd': 3, 'k': 3, 'i': 1, 'e': 1, '2': 2, 'p': 1, '1': 2, 'x': 2, '4': 2, 'z': 2, 'v': 2, 'a': 2, 't': 1, 'l': 2}",4.552638373963222,3,11,7,2,0.25925925925925924,0.2558139534883721,1,60,60,60.00000,60.00000,60.00000,1,0,[1],[1],Malicious
